R-PD14,13828221007
R-PD15,13825110072
R-PD14,13823115018
T-C,12521211079
R-PD8,14031110040
PD,12613713226
C-1,16207510006
C-1,16207510004
C-1,16207510003
R-PD4,12519514044
R-PD16,13828122009
R-PD15,13825111035
R-PD15,13825110046
R-PD20,13828224025
R-PD20,13828222048
R-PD20,13828222029
R-PD20,13828222006
R-PD20,13828222053
R-PD20,13828222072
R-PD20,13828222016
R-PD18,13826710025
R-PD11,14031715149
T-C,12517211319
R-PD14,13823114013
PD,12613117065
PD,13701114070
R-PD8,14031110039
R-PD8,14031113034
R-PD12,13824217029
R-PD16,13929714042
R-PD16,13929714050
R-PD16,13929714076
R-PD16,13929714069
R-PD16,13828122012
R-PD18,13826710023
R-PD8,14031113014
R-PD20,13828224094
R-PD14,13828221010
R-PD14,13828221006
T-C,12519711096
R-PD12,13824217008
R-PD12,13824217035
R-PD11,14031715006
R-PD11,14031715041
R-PD11,14031715048
R-PD15,13825110073
R-PD8,14031110036
R-PD14,13823115011
R-PD8,14031113024
R-PD8,14031110042
R-PD14,13823116010
R-PD15,14029310008
R-PD15,14029310080
PD,12613614133
R-PD15,14029310042
R-PD20,13828224067
R-PD16,14031612073
R-PD11,14031715036
R-PD15,13825111022
R-PD11,14031715026
R-PD14,13828221034
R-PD14,13823116019
R-PD11,14031715003
R-PD11,14031715045
R-PD11,14031715029
R-PD11,14031715044
R-PD12,13701115027
R-PD18,13826710089
R-PD14,13828221049
R-PD20,13828224086
R-PD20,13828121070
R-PD20,13828121056
R-PD18,13826710064
R-PD11,14031715162
R-PD12,13701115142
R-PD11,14031715085
R-PD16,13929714001
R-PD16,13929714014
R-PD16,13929714008
R-PD12,13701115118
R-PD12,13701115186
R-PD12,13701115151
PD,13712615057
R-PD12,13701115019
R-PD15,14029310056
R-PD15,14029310055
R-PD15,14029310096
R-PD15,14029310100
R-PD12,13824217027
R-PD8,13931711044
PD,12613614128
T-C,12517713002
R-PD15,13803819062
R-PD20,13828121072
R-PD20,13828121015
R-PD20,13828121008
R-PD12,13824217007
R-PD8,13931711031
R-PD16,13929714013
R-PD12,13701115034
R-PD20,13828121042
R-PD15,14029310052
T-C,12517713010
R-PD20,13828121079
R-PD20,13828121025
R-PD20,13828121026
R-PD20,13828121027
R-PD8,12518515095
R-PD12,13824217034
R-PD20,13828121041
R-PD18,13826710081
R-PD12,13828217004
R-PD12,13828217003
R-PD12,13701115114
R-PD12,13701115187
R-PD12,13701115050
R-PD14,13828221052
R-PD15,14029310120
R-PD15,14029310122
R-PD15,14029310095
R-PD20,13828121045
R-PD20,13828121046
R-PD8,13931711010
R-PD11,14031715137
R-PD11,14031715002
R-PD11,14031715127
R-PD11,14031715163
R-PD11,14031715151
R-PD11,14031715067
PD,12613116162
R-PD8,14031113018
R-PD8,14031113017
R-PD8,14031113011
R-PD8,14031110013
R-PD14,13823115035
R-1,12535310117
R-PD15,14029310125
R-PD15,14029310040
R-PD15,14029310002
R-PD15,14029310049
C-2,12527201004
R-PD15,14029310116
R-PD15,14029310058
PD,13712311031
R-PD14,13827118015
R-PD11,13933112022
R-PD14,13823414008
R-PD15,14029310027
R-PD9,13808810121
T-C,12517212033
R-PD13,16304412057
R-PD13,16304412060
R-PD6,14031816055
R-PD11,13802110102
PD,13712616076
PD,13712114301
PD,13712114299
R-PD8,13823111033
PD,13712114296
PD,13712114295
P-C,13713411029
PD,13712311052
T-C,12517310365
PD,13712615090
R-PD2,12505610023
R-PD2,12505610026
R-PD2,12505511028
R-PD2,12505610027
R-PD2,12505610024
PD,13712616085
R-PD16,13827810015
T-C,12517210107
T-C,12517210378
T-C,12517210195
T-C,12517210201
T-C,12517210190
T-C,12517210016
R-PD9,13808322066
R-PD9,13808322004
R-PD16,13827810081
R-PD11,13933112023
PD,13712311059
PD,13712616002
R-PD16,13827810091
R-PD16,13827810077
R-PD9,13808810105
R-PD9,13808810082
PD,13712311017
PD,13712313073
PD,13712311113
PD,13712311008
PD,13712616084
PD,13712616083
PD,13712616103
R-PD10,13809323098
PD,13712615116
R-PD12,13823619040
R-PD12,13823619043
R-PD12,13823619042
R-PD10,13809323095
R-PD13,13925210036
R-PD10,13809323096
R-PD9,13826314061
PD,13712311051
T-C,12517210231
PD,13712616035
R-PD14,13823416009
PD,13712615137
T-C,12517212006
PD,13712616092
R-PD11,13933112020
R-PD9,13833314028
R-PD14,13823414012
R-PD9,13808810185
PD,12624611009
R-PD9,13808810081
R-PD9,13808810119
R-PD10,13809323103
PD,13712616055
R-PD9,13826314045
R-PD10,13809313002
R-PD10,13809313024
T-C,12519712046
R-PD10,13809313083
T-C,12519712020
R-PD10,13809313048
R-PD10,13809313097
PD,13712313050
R-PD9,13826314126
R-PD16,13827810039
R-PD13,13925210034
R-PD9,13826314128
PD,13712114056
PD,13712114033
T-C,12517211085
T-C,12519712042
T-C,12519712001
PD,13712114102
T-C,12519712048
T-C,12519712056
T-C,12519712043
T-C,12519712040
R-PD12,13809323021
T-C,12519712044
R-PD9,13808322003
R-PD13,16304412017
R-PD13,16304412018
R-PD12,13809323043
R-PD11,13920420005
R-PD11,13920420043
R-PD11,13920420047
R-PD11,13920420051
R-PD11,13920420044
R-PD11,13920420029
R-PD12,13809323048
T-C,12517210012
R-PD9,13808810109
R-PD11,13920420021
R-PD11,13920420006
R-PD12,13809323062
R-PD9,13826314085
R-1,13928602007
R-PD13,16304412009
R-PD5,13816713066
R-PD9,13826314127
R-PD9,13826314090
R-PD16,13827810035
R-PD10,13832414054
R-PD9,13826314060
R-PD5,13816713040
T-C,12517210024
T-C,12517210183
T-C,12517210006
T-C,12517210205
PD,13712114205
R-PD8,13803313089
PD,13712313092
PD,13712114219
PD,13712114217
R-PD9,13808810026
R-PD10,12535416012
R-PD10,13832415007
R-PD14,13823411011
T-C,12517210259
R-PD9,13808810028
R-PD11,16207712046
R-PD14,13823414020
T-C,12517310302
R-PD14,13823115002
PD,13712313037
R-PD11,16207710032
R-PD11,13933112018
R-PD9,13808322035
R-PD9,13808322027
R-PD11,13933112017
R-PD8,13930311007
PD,13712311104
PD,13712615161
R-PD14,13827118019
R-PD14,13827118038
R-PD8,13930313017
R-PD9,13808322057
R-PD9,13808810161
T-C,12517211072
PD,13712616078
R-PD9,13808322060
PD,13712616091
R-PD14,13823416015
R-PD9,13808810193
R-PD14,13823414018
R-PD11,13933112031
R-3,13928310002
PD,13712313088
R-PD16,13827810053
PD,13712311046
R-PD9,13833315019
R-PD11,13933112016
PD,13712616096
R-PD11,13933112060
T-C,12517211151
T-C,12517211144
T-C,12517211136
PD,13712615071
PD,13712311098
PD,13712313028
PD,13712114064
PD,13712114232
R-3,14030610052
R-PD8,13930313020
T-C,12517310464
R-PD11,13933112001
R-PD11,13933112074
PD,13712616015
T-C,12517716051
R-PD8,13931711028
R-PD14,13823416018
R-PD9,13808810043
R-PD6,14031816034
R-PD11,13933112014
R-PD16,13827810080
R-PD11,13933112012
R-PD11,16207711055
R-PD6,14031816031
PD,13712616093
R-PD10,13832415064
R-PD9,13808810080
R-PD10,13832415006
PD,13712311120
R-PD10,13832414060
R-PD9,13808810181
PD,13712311032
R-PD9,13808810189
R-PD11,13933112025
PD,13712313081
R-PD11,16207711035
R-PD11,16207710009
PD,13712615026
R-PD14,13827118009
R-PD14,13823414015
PD,13712615120
R-PD11,13933112011
R-PD16,13827810104
R-PD6,14031816037
PD,12518113081
R-PD11,16207711002
PD,12518113092
PD,13712313024
T-C,12517210242
R-PD13,13925210038
R-PD10,13832415052
R-PD10,13832415056
R-PD10,13832415057
R-PD8,13823111025
R-PD5,16302712001
R-PD11,13802110073
R-PD9,13826314056
R-PD6,14031816028
PD,13712313008
PD,13712313111
PD,13712313068
R-PD9,13808810088
R-PD16,13827810058
PD,13712313021
PD,13712615055
R-PD16,13827810026
R-PD9,13826314047
R-PD9,13808810070
R-PD16,13827810096
R-PD9,13808322097
PD,13712313051
T-C,12517210127
T-C,12517210313
PD,13712114107
R-PD16,13827810036
R-PD9,13808810074
PD,12613713081
PD,12613713184
R-PD9,13808810058
R-PD8,13823111028
PD,13712313007
PD,13712311026
PD,13712313096
PD,13712313099
R-PD16,13827810048
T-C,12517210038
PD,13712818012
R-PD16,13827810083
PD,12613713146
PD,13712114336
PD,13712114073
PD,12613713011
PD,12613713014
T-C,12517310068
T-C,12517310076
T-C,12517310084
T-C,12517310376
R-PD14,13823411001
T-C,12519711098
T-C,12517211083
PD,13712616005
R-PD11,13802110018
PD,12613713194
R-PD11,13933112073
PD,13712313090
T-C,12520115175
T-C,12520115176
R-PD16,13827810120
PD,13712114310
PD,13712114313
R-PD2,12512714021
R-PD10,13828411051
R-PD9,14030520013
T-C,12520112149
"",16201111041
R-PD11,16207710021
R-PD9,14030520026
T-C,12520112152
R-PD12,13813710009
R-PD12,13813710005
R-PD12,13813710008
T-C,12520115124
T-C,12520115128
T-C,12520112017
T-C,12520112173
R-PD11,13802110021
R-PD11,13802110098
R-PD11,13802110075
"",13836407036
R-PD13,16304412024
R-PD11,13828412050
T-C,12517310057
R-PD11,16207711057
R-PD11,13828412054
R-PD10,13828411043
R-PD10,13828411047
R-PD12,13813710046
R-PD12,13813710047
PD,12613116161
T-C,12517212034
R-PD14,13823116016
T-C,12517211023
T-C,12517211043
T-C,12517211015
T-C,12517211205
T-C,12517211217
T-C,12517211214
T-C,12517211050
T-C,12517211218
T-C,12517211153
T-C,12517211133
T-C,12517210043
T-C,12517210375
R-PD14,13823411005
R-PD6,14031816020
T-C,12517210343
T-C,12517211118
R-PD9,13833315003
T-C,12517310139
T-C,12517310081
P-R,13932411012
R-PD6,14031816002
R-PD11,13802110034
P-R,13932412012
R-PD5,12534214002
R-PD5,12534214008
R-PD5,12534211013
PD,13712616070
R-PD5,12534211005
T-C,12517310011
T-C,12517310018
PD,13712615117
R-PD5,12534215003
R-PD6,14031816003
R-PD14,13823411002
T-C,12517310364
R-PD6,14031816016
T-C,12517211075
T-C,12517211104
T-C,12517310066
R-PD14,13823411004
T-C,12517211063
P-R,13932412038
R-PD11,16207712016
PD,13712615123
T-C,12517211064
T-C,12517210393
T-C,12517210439
T-C,12517210247
T-C,12517310383
R-PD9,13808810182
R-PD14,13823411017
P-R,13932411038
T-C,12517310466
T-C,12517310474
T-C,12517211076
T-C,12517211105
T-C,12517310385
T-C,12517310415
T-C,12517310352
T-C,12517310449
T-C,12517310286
T-C,12517310477
P-R,13932411016
T-C,12517310470
R-PD11,16207711038
R-PD11,13802110124
R-PD14,13827119011
R-PD9,13808810032
R-PD11,16207710043
R-PD9,13808810063
R-PD14,13823411009
T-C,12520118009
T-C,12520118028
R-PD14,13823411021
T-C,12520118038
R-PD8,13930313021
T-C,12517310205
T-C,12517310204
T-C,12517310162
R-PD9,13808810194
R-PD14,13823411019
T-C,12517310411
R-PD9,13808810073
T-C,12517310071
T-C,12517310154
T-C,12517310161
R-PD9,13808810036
R-PD9,13808810040
R-PD14,13823411022
PD,13712616036
T-C,12517211211
T-C,12517211203
R-PD10,13828411030
R-PD10,13828411031
PD,12613313098
R-PD14,13823115046
R-PD14,13823115024
R-PD11,16207710040
R-PD11,16207711062
R-PD10,13833414060
R-PD10,13833414054
R-PD11,16207712019
R-PD10,13828411029
R-PD10,13828411026
R-PD10,13828411046
R-PD10,13828411001
R-PD10,13828411022
T-C,12520112108
T-C,12517211288
R-PD10,13833414075
R-PD9,14030520008
C-1,13935317011
T-C,12517211277
T-C,12517211178
T-C,12517211096
T-C,12517211246
T-C,12517212011
R-PD11,13807820031
R-PD14,13823416021
R-PD11,13828412044
R-PD16,13929712011
R-PD8,13931711066
T-C,12517212021
R-PD11,13807820014
T-C,12520112023
R-PD10,13833414078
R-PD9,14030520029
R-PD10,13833414001
R-PD10,13833414051
R-PD8,12527816042
C-D,13932411024
R-PD11,13828412052
R-PD11,16207712006
T-C,12517211261
T-C,12517210280
T-C,12520115063
R-PD14,13823115029
C-2,13935816064
R-PD8,14031110021
R-PD11,16207710056
R-PD14,13823115030
R-PD10,13833414019
R-PD11,16207711008
R-PD9,14030520030
C-1,13935317019
T-C,12520112002
PD,12613815081
R-PD5,12534215001
T-C,12517210398
T-C,12517210296
R-PD11,13828412033
T-C,12520115070
P-C,13723511153
R-PD14,13823115056
R-PD11,16207710051
R-PD11,16207710030
T-C,12517210424
C-2,13935816014
R-PD14,13823115042
R-PD14,13823115043
R-PD10,13833414047
C-1,13935317023
T-C,12520112105
R-PD16,13929712008
P-C,13723511095
T-C,12517210304
T-C,12517210271
P-R,13932411003
R-PD12,13813710030
R-PD8,13931711033
R-PD8,13931711042
T-C,12517210308
T-C,12517210278
T-C,12517210420
R-PD11,13828412028
R-PD10,13823118019
R-PD11,13828412037
R-PD11,13828412025
R-PD9,13808810061
R-PD14,13823416016
R-PD9,13808810122
R-PD9,13808810128
R-PD9,13808810156
T-C,12520115072
R-PD10,13823118044
R-PD11,13828412040
R-PD14,13827118024
R-PD11,16207711023
T-C,12520112207
R-PD10,13833414067
R-PD10,13833414066
R-PD11,16207712026
T-C,12520112219
T-C,12520115013
R-PD11,16207712038
T-C,12520115049
R-PD10,13833414035
R-PD11,13828412011
R-PD9,13808810067
R-PD10,13833414018
R-PD14,13823416010
T-C,12520115025
R-PD11,16207711015
P-C,13713314020
R-PD10,13833414046
R-PD9,14030520009
R-CL,14029119019
R-PD9,14030520016
C-2,13935816031
R-PD11,16207712018
C-2,13935816030
R-PD9,14030520049
T-C,12520115090
T-C,12520115163
T-C,12520115047
T-C,12520115062
T-C,12520115199
T-C,12520115068
T-C,12520115155
T-C,12520115018
T-C,12520115026
T-C,12517310334
T-C,12517310347
T-C,12517310333
R-PD10,13824418006
T-C,12520115183
T-C,12520115034
T-C,12517310443
T-C,12517310451
T-C,12517310450
R-PD5,12534214007
T-C,12517211078
T-C,12520112132
T-C,12520112135
R-PD10,13824417028
R-PD10,13824417018
T-C,12520115098
T-C,12517310350
T-C,12517310423
T-C,12517310360
R-PD14,13823416005
P-R,13932411034
R-PD16,13929712002
R-3,13927310030
C-2,13927603027
R-PD2,12512714018
R-PD10,13824418003
R-PD10,13824418024
R-PD10,13824418022
R-PD14,13823115009
R-PD8,13931711011
T-C,12520112150
R-PD11,13802110106
R-PD10,13833414043
R-PD10,13828411023
R-PD9,14030520038
T-C,12517713008
T-C,12520115133
T-C,12520115113
R-PD11,13802110001
R-PD10,13824417007
R-PD10,13824417020
R-PD10,13824417017
R-PD10,13824417039
R-PD10,13824417006
R-PD10,13824417003
R-PD10,13824417046
R-PD10,13824417043
R-PD10,13824417004
R-PD10,13824417005
R-PD10,13824417002
PD,12613611012
R-PD8,13931711048
R-PD8,14031110045
T-C,12520118018
R-PD11,13802110059
R-1,13812614019
R-PD13,16304412020
R-PD13,16304412016
R-PD10,13828411027
C-2,13935816061
C-2,13935816063
C-2,13935816026
T-C,12520112026
R-PD9,14030520004
R-PD8,14031113026
R-PD11,16207711020
C-2,13935816010
PD,12613816192
P-C,13821716080
PD,12613513112
P-C,13821712052
T-C,12507816045
T-C,12507816050
T-C,12507816096
PD,12518112089
PD,12518113090
PD,12518113013
R-PD8,13930313022
R-PD8,13803315066
R-PD8,12518515006
T-C,12517210085
R-1,14029411065
R-PD14,13823116023
T-C,12507816038
PD,13932811001
T-C,12517413014
P-C,13734814016
R-PD8,13803317003
R-PD10,13832414053
T-C,12507816039
T-C,12519712052
T-C,12519712022
T-C,12519712021
PD,13932811009
T-C,12507713038
PD,13712311074
T-C,12507816040
PD,13712512042
R-PD5,13816713145
R-PD8,13930311016
R-PD8,12518515049
R-PD8,12518515018
R-PD8,12518515041
R-PD8,12518515013
R-PD8,12527819085
R-PD8,12518515014
R-PD8,12518515015
R-PD8,12518515016
T-C,12507816043
PD,13712810167
T-C,12517213019
T-C,12507816014
T-C,12517213022
P-C,13734814089
P-C,13817213015
P-C,13817711004
P-C,13817213023
P-C,13817616010
P-C,13817711006
P-C,13817213021
PD,12624315132
R-PD10,13808315081
PD,13712513062
R-PD10,13808315046
R-PD10,13808315047
R-PD8,12527817006
PD,13932811008
PD,12624315142
P-C,13734814044
R-PD9,13808810147
P-C,13734814081
T-C,12507713019
R-PD9,13808810151
T-C,12518513041
T-C,12518513034
T-C,12517413069
PD,12613816019
R-PD9,13808322011
R-PD7,16306216017
PD,13712513031
R-PD9,13823721028
R-PD6,14031815010
PD,13712810123
PD,13712810126
T-C,12517410057
PD,13712810147
T-C,12516421041
PD,13712810033
PD,13701412064
PD,13701412045
R-PD6,14031815032
PD,13712810081
R-PD8,12527819034
PD,13712810069
R-1,14029411007
R-PD9,13826314038
PD,12624214083
PD,13712212016
PD,13712212015
PD,13712212014
PD,13712212013
P-C,13713210016
PD,13712810152
PD,13712810154
R-PD8,13930312023
R-PD7,16306114007
PD,13712212255
P-C,13713612009
R-PD13,16304412001
PD,13712212280
PD,13712212219
P-C,13818611106
PD,12507712013
T-C,12517210334
T-C,12520712133
T-C,12507816017
T-C,12507815045
T-C,12507713083
T-C,12507713064
PD,13712114025
PD,13712513026
R-PD5,12534610002
PD,12613713073
PD,12613713120
PD,12613713143
PD,12613713017
R-PD8,13930313024
R-PD8,13930313019
PD,12613816016
R-PD8,12527819083
R-PD12,16308715004
R-PD8,13930313030
R-PD8,12527818005
R-PD9,13826314049
PD,13712511161
PD,13712511137
PD,13712810171
T-C,12517413010
R-PD5,13803315062
PD,13712511083
T-C,12507713039
T-C,12507713043
T-C,12507815051
T-C,12507713050
T-C,12507816023
T-C,12507815004
T-C,12507815009
T-C,12507713047
T-C,12520712082
PD,13712114121
PD,12613713175
PD,12624214169
T-C,12517411005
R-PD8,13803315033
R-PD8,13803313011
PD,13712512082
R-PD9,13833314034
PD,12613816006
PD,13712114028
C-2,13935816009
R-PD9,13823721006
PD,12624214037
PD,13807412054
P-C,13734814080
T-C,12516421044
PD,13712511113
R-PD9,13826314057
R-PD9,14029415003
PD,13712512014
PD,12613713038
R-PD12,12508323018
R-PD9,13833314013
PD,13712114188
R-PD12,12508323045
R-PD12,12508323046
R-PD12,12508323047
P-C,13821716054
T-C,12520713066
T-C,12507815018
T-C,12520712139
T-C,12520712143
T-C,12520713094
T-C,12520713091
T-C,12520713055
T-C,12520713051
T-C,12520713058
T-C,12520713057
PD,12624214025
PD,12624214180
T-C,12517411012
P-C,13734814026
P-C,13734814020
P-C,13734814135
R-PD5,13816713137
PD,13932811016
R-PD5,13816713039
PD,12624214117
R-PD12,12508323093
R-PD12,12508323051
PD,13932811027
P-C,13734814092
P-C,13734814023
PD,13712513007
R-PD8,12527818002
PD,12613713055
PD,12613713056
R-PD5,13816713119
PD,12613713071
PD,12613713077
PD,13712114186
R-PD12,12508323005
PD,12624315133
PD,12507712027
T-C,12507816066
T-C,12517411021
T-C,12517213023
T-C,12517213035
R-PD10,12508419122
R-PD12,12508324010
R-PD12,12508323015
R-PD12,12508323058
R-PD9,13833314007
PD,12613713167
R-PD12,12508324053
R-PD12,12508324021
R-PD12,12508324022
R-PD12,12508324052
R-PD12,12508324051
R-PD12,12508323034
PD,12624214176
T-C,12517410001
T-C,12520713002
PD,13712616063
PD,12613816097
PD,12613816009
T-C,12520713025
R-PD5,12534213003
T-C,12520712181
PD,13807414004
PD,13701412065
T-C,12517210314
PD,12613816015
T-C,12517410031
T-C,12517410025
R-PD8,12527818003
T-C,12517410013
T-C,12517711050
PD,12613816188
R-PD12,12508324033
R-PD12,12508324008
R-PD12,12508323013
R-PD12,12508323024
R-PD12,12508323007
PD,12613816012
T-C,12507815029
PD,12613816040
R-PD9,13833315042
P-C,13821716099
R-PD8,13803313001
R-PD9,13823721016
R-PD6,14031815050
PD,13712512046
PD,12613713031
R-PD8,12527818004
R-PD5,12534210026
PD,13807412007
PD,13712513052
T-C,12517715033
T-C,12517715034
T-C,12517715039
PD,12624214111
T-C,12516421085
T-C,12516421119
T-C,12516421054
T-C,12516421073
T-C,12517711044
R-PD5,12534113008
R-PD14,13827118096
T-C,12507816032
PD,12624214110
PD,13712114024
R-PD8,12527815032
R-PD9,13823721017
T-C,12507713033
T-C,12507713024
T-C,12507713029
T-C,12507713030
T-C,12507713035
T-C,12507713026
T-C,12507713022
PD,13932811004
T-C,12517313001
T-C,12517410044
PD,13712810107
PD,13712810106
R-1,14029411144
PD,13712615039
P-C,13734814013
PD,12624315097
PD,12624315089
R-PD9,13833314039
T-C,12520712179
R-PD5,13816713055
P-C,13713411033
PD,12507712006
R-PD9,14029415004
R-PD9,14029415005
PD,12624214160
PD,12624214159
R-PD9,13833314035
PD,12518112035
PD,12518112027
R-PD4,12519514042
PD,13712114156
R-PD10,13809313021
PD,13712114166
R-PD8,13803317006
C-M,13934310024
T-C,12517310097
PD,12613814003
PD,12613816178
T-C,12517310101
T-C,12517310247
T-C,12517310229
T-C,12517310110
T-C,12517310107
T-C,12517310250
T-C,12517310259
PD,13712114148
PD,13712313113
T-C,12517310230
R-PD10,12535413034
T-C,12520115154
R-PD10,13832414008
T-C,12520115147
PD,12518113106
T-C,12517413095
T-C,12517410073
P-C,13821712038
R-PD8,13803317077
PD,13712114123
C-2,13935816045
R-PD8,13803317079
R-PD8,13803317078
T-C,12520115152
R-PD5,12534210010
PD,13712616113
R-PD5,12534113013
PD,13712616074
R-PD5,13816713010
R-PD13,16304412064
R-PD13,16304412066
R-PD13,16304412055
PD,12613713101
PD,12613713126
P-C,13821716033
P-C,13821716112
R-PD9,13808810003
T-C,12517715014
T-C,12517310149
C-2,13934801004
T-C,12517715006
T-C,12517715002
PD,12624214095
T-C,12517210338
PD,12624214188
PD,12624214171
T-C,12517715017
PD,13712114283
PD,13712615149
R-PD10,13832414056
R-PD10,13832414055
PD,12613816092
PD,12613816058
P-C,13821716002
R-PD10,13832414058
R-PD12,13823619002
PD,12507712025
C-1,16308101009
R-PD8,13803315065
R-PD10,13831816044
R-PD10,13832415073
R-PD10,13832415072
R-PD5,13816713002
R-PD10,12508325009
R-PD12,12508324055
R-PD10,12508419053
PD,12507712024
R-PD5,12534210018
PD,13712114287
PD,12507711101
T-C,12517211087
R-PD5,13816713042
PD,12613713098
PD,12624214087
P-C,13734814163
C-1,16308121007
T-C,12517715008
PD,13712114092
PD,13712313039
PD,12613816093
T-C,12517212027
PD,12507711100
T-C,12516421146
PD,12507711097
PD,13712311084
PD,12507711098
T-C,12517410006
R-PD10,13832414057
R-PD13,13925210006
T-C,12517211220
T-C,12517211227
T-C,12517410046
R-PD9,13833315004
PD,12507711094
